Possibility,BeginActor,FacingActor,EndActor,IntermediateStops,Question,Answer,Options
543,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the couch. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Right, Turn Right', 'B. Turn Back, Turn Back, Turn Back', 'C. Turn Left, Turn Left, Turn Right', 'D. Turn Right, Turn Left, Turn Right']"
544,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",D,"['A. Turn Right, Turn Back, Turn Right, Turn Right', 'B. Turn Left, Turn Right, Turn Right, Turn Left', 'C. Turn Right, Turn Back, Turn Back, Turn Right', 'D. Turn Left, Turn Back, Turn Back, Turn Left']"
545,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Back, Turn Back, Turn Left', 'B. Turn Left, Turn Back, Turn Right, Turn Right', 'C. Turn Right, Turn Right, Turn Back, Turn Left', 'D. Turn Back, Turn Back, Turn Back, Turn Left']"
546,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Right, Turn Back, Turn Right', 'B. Turn Left, Turn Left, Turn Left, Turn Left', 'C. Turn Left, Turn Back, Turn Back, Turn Left', 'D. Turn Left, Turn Right, Turn Right, Turn Right']"
547,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Right, Turn Right', 'C. Turn Right, Turn Back, Turn Right, Turn Right', 'D. Turn Right, Turn Left, Turn Left, Turn Right']"
548,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Left, Turn Back, Turn Right', 'B. Turn Back, Turn Right, Turn Left, Turn Right', 'C. Turn Left, Turn Left, Turn Right, Turn Left', 'D. Turn Back, Turn Back, Turn Back, Turn Left']"
549,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right, Turn Left', 'B. Turn Back, Turn Right, Turn Back, Turn Left', 'C. Turn Right, Turn Right, Turn Right, Turn Left', 'D. Turn Back, Turn Back, Turn Left, Turn Left']"
550,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the couch. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Left, Turn Right', 'B. Turn Right, Turn Left, Turn Back, Turn Right', 'C. Turn Left, Turn Back, Turn Left, Turn Back', 'D. Turn Left, Turn Back, Turn Right, Turn Left']"
551,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Left, Turn Back, Turn Right, Turn Left, Turn Left', 'B. Turn Back, Turn Back, Turn Left, Turn Right, Turn Right', 'C. Turn Right, Turn Back, Turn Back, Turn Right, Turn Back', 'D. Turn Left, Turn Back, Turn Back, Turn Left, Turn Left']"
552,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Back, Turn Back, Turn Right, Turn Left', 'B. Turn Right, Turn Left, Turn Back, Turn Left, Turn Back', 'C. Turn Right, Turn Left, Turn Right, Turn Back, Turn Back', 'D. Turn Back, Turn Back, Turn Right, Turn Left, Turn Back']"
553,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Left, Turn Back, Turn Left, Turn Right', 'B. Turn Back, Turn Left, Turn Back, Turn Back, Turn Left', 'C. Turn Back, Turn Right, Turn Right, Turn Left, Turn Back', 'D. Turn Left, Turn Back, Turn Back, Turn Left, Turn Right']"
554,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Left, Turn Right, Turn Back, Turn Left', 'B. Turn Back, Turn Left, Turn Right, Turn Back, Turn Left', 'C. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right', 'D. Turn Back, Turn Back, Turn Back, Turn Left, Turn Back']"
555,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Left, Turn Back, Turn Back, Turn Right', 'B. Turn Back, Turn Back, Turn Back, Turn Right, Turn Left', 'C. Turn Back, Turn Left, Turn Left, Turn Left, Turn Right', 'D. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right']"
556,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Right, Turn Right, Turn Right, Turn Right, Turn Right', 'B. Turn Right, Turn Left, Turn Right, Turn Left, Turn Right', 'C. Turn Left, Turn Right, Turn Back, Turn Right, Turn Back', 'D. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right']"
557,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right', 'B. Turn Back', 'C. Turn Left']"
558,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,,"You are a robot beginning at the crate facing the suitcase. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left', 'B. Turn Back', 'C. Turn Right']"
