Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
1467,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,223,245,273,"What will be the first-time appearance order of the following categories in the video: night stand, bed, heater, plant?",B,"['A. night stand, plant, heater, bed', 'B. heater, plant, night stand, bed', 'C. heater, night stand, plant, bed', 'D. night stand, heater, plant, bed']"
1468,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,225,245,273,"What will be the first-time appearance order of the following categories in the video: bedstool, heater, bed, night stand?",B,"['A. bedstool, bed, heater, night stand', 'B. heater, bedstool, night stand, bed', 'C. bed, bedstool, night stand, heater', 'D. heater, night stand, bedstool, bed']"
1469,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,234,245,273,"What will be the first-time appearance order of the following categories in the video: bed, night stand, suitcase, heater?",D,"['A. bed, heater, night stand, suitcase', 'B. night stand, suitcase, bed, heater', 'C. bed, suitcase, heater, night stand', 'D. heater, suitcase, night stand, bed']"
1470,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,48,58,68,152,"What will be the first-time appearance order of the following categories in the video: sidetable, chair, basket, couch?",C,"['A. basket, couch, sidetable, chair', 'B. chair, couch, sidetable, basket', 'C. chair, basket, sidetable, couch', 'D. chair, sidetable, basket, couch']"
1471,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,48,58,68,208,"What will be the first-time appearance order of the following categories in the video: basket, sidetable, coatrack, chair?",A,"['A. chair, basket, sidetable, coatrack', 'B. basket, coatrack, sidetable, chair', 'C. coatrack, sidetable, basket, chair', 'D. chair, coatrack, sidetable, basket']"
1472,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,48,58,68,210,"What will be the first-time appearance order of the following categories in the video: basket, chair, window, sidetable?",A,"['A. chair, basket, sidetable, window', 'B. window, chair, sidetable, basket', 'C. sidetable, window, chair, basket', 'D. sidetable, chair, basket, window']"
1473,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,48,58,68,211,"What will be the first-time appearance order of the following categories in the video: sidetable, chair, shoesrack, basket?",A,"['A. chair, basket, sidetable, shoesrack', 'B. chair, basket, shoesrack, sidetable', 'C. shoesrack, chair, sidetable, basket', 'D. chair, sidetable, basket, shoesrack']"
1474,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,48,58,68,223,"What will be the first-time appearance order of the following categories in the video: basket, sidetable, plant, chair?",D,"['A. chair, plant, sidetable, basket', 'B. chair, sidetable, plant, basket', 'C. sidetable, basket, plant, chair', 'D. chair, basket, sidetable, plant']"
1475,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,48,58,68,225,"What will be the first-time appearance order of the following categories in the video: bedstool, chair, sidetable, basket?",B,"['A. chair, bedstool, sidetable, basket', 'B. chair, basket, sidetable, bedstool', 'C. sidetable, bedstool, chair, basket', 'D. bedstool, chair, basket, sidetable']"
1476,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,48,58,68,234,"What will be the first-time appearance order of the following categories in the video: sidetable, basket, chair, suitcase?",A,"['A. chair, basket, sidetable, suitcase', 'B. basket, sidetable, suitcase, chair', 'C. sidetable, chair, basket, suitcase', 'D. sidetable, basket, chair, suitcase']"
1477,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,48,58,68,245,"What will be the first-time appearance order of the following categories in the video: sidetable, basket, chair, night stand?",D,"['A. basket, chair, sidetable, night stand', 'B. sidetable, basket, chair, night stand', 'C. basket, night stand, chair, sidetable', 'D. chair, basket, sidetable, night stand']"
1478,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,48,58,68,273,"What will be the first-time appearance order of the following categories in the video: chair, bed, basket, sidetable?",A,"['A. chair, basket, sidetable, bed', 'B. bed, sidetable, basket, chair', 'C. basket, bed, sidetable, chair', 'D. sidetable, basket, chair, bed']"
1479,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,48,58,152,208,"What will be the first-time appearance order of the following categories in the video: coatrack, couch, basket, chair?",C,"['A. couch, chair, basket, coatrack', 'B. coatrack, couch, basket, chair', 'C. chair, basket, couch, coatrack', 'D. couch, basket, coatrack, chair']"
1480,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,48,58,152,210,"What will be the first-time appearance order of the following categories in the video: chair, couch, basket, window?",A,"['A. chair, basket, couch, window', 'B. chair, couch, window, basket', 'C. window, couch, basket, chair', 'D. couch, chair, basket, window']"
1481,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,48,58,152,211,"What will be the first-time appearance order of the following categories in the video: basket, shoesrack, chair, couch?",C,"['A. couch, shoesrack, chair, basket', 'B. basket, shoesrack, couch, chair', 'C. chair, basket, couch, shoesrack', 'D. chair, couch, basket, shoesrack']"
1482,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,48,58,152,223,"What will be the first-time appearance order of the following categories in the video: plant, basket, couch, chair?",D,"['A. couch, chair, basket, plant', 'B. basket, chair, couch, plant', 'C. plant, couch, chair, basket', 'D. chair, basket, couch, plant']"
1483,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,48,58,152,225,"What will be the first-time appearance order of the following categories in the video: couch, basket, chair, bedstool?",C,"['A. bedstool, basket, couch, chair', 'B. basket, chair, couch, bedstool', 'C. chair, basket, couch, bedstool', 'D. bedstool, couch, basket, chair']"
1484,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,48,58,152,234,"What will be the first-time appearance order of the following categories in the video: couch, basket, suitcase, chair?",B,"['A. suitcase, chair, basket, couch', 'B. chair, basket, couch, suitcase', 'C. couch, chair, basket, suitcase', 'D. basket, couch, chair, suitcase']"
1485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,48,58,152,245,"What will be the first-time appearance order of the following categories in the video: chair, basket, night stand, couch?",C,"['A. basket, night stand, chair, couch', 'B. basket, night stand, couch, chair', 'C. chair, basket, couch, night stand', 'D. couch, basket, chair, night stand']"
1486,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,48,58,152,273,"What will be the first-time appearance order of the following categories in the video: chair, basket, bed, couch?",A,"['A. chair, basket, couch, bed', 'B. basket, chair, bed, couch', 'C. bed, basket, couch, chair', 'D. basket, couch, chair, bed']"
1487,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,48,58,208,223,"What will be the first-time appearance order of the following categories in the video: plant, coatrack, chair, basket?",A,"['A. chair, basket, coatrack, plant', 'B. chair, plant, coatrack, basket', 'C. plant, chair, coatrack, basket', 'D. chair, plant, basket, coatrack']"
1488,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,48,58,208,225,"What will be the first-time appearance order of the following categories in the video: coatrack, chair, basket, bedstool?",A,"['A. chair, basket, coatrack, bedstool', 'B. basket, coatrack, chair, bedstool', 'C. basket, chair, bedstool, coatrack', 'D. chair, bedstool, basket, coatrack']"
1489,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,48,58,208,234,"What will be the first-time appearance order of the following categories in the video: suitcase, basket, chair, coatrack?",C,"['A. chair, suitcase, basket, coatrack', 'B. basket, chair, coatrack, suitcase', 'C. chair, basket, coatrack, suitcase', 'D. suitcase, basket, chair, coatrack']"
1490,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,48,58,208,245,"What will be the first-time appearance order of the following categories in the video: night stand, basket, chair, coatrack?",B,"['A. night stand, basket, coatrack, chair', 'B. chair, basket, coatrack, night stand', 'C. coatrack, chair, night stand, basket', 'D. coatrack, night stand, chair, basket']"
1491,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,48,58,208,273,"What will be the first-time appearance order of the following categories in the video: basket, coatrack, chair, bed?",A,"['A. chair, basket, coatrack, bed', 'B. coatrack, basket, chair, bed', 'C. basket, coatrack, chair, bed', 'D. bed, basket, coatrack, chair']"
1492,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,48,58,210,223,"What will be the first-time appearance order of the following categories in the video: window, chair, basket, plant?",B,"['A. plant, window, basket, chair', 'B. chair, basket, window, plant', 'C. chair, basket, plant, window', 'D. basket, chair, window, plant']"
1493,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,48,58,210,225,"What will be the first-time appearance order of the following categories in the video: window, basket, bedstool, chair?",D,"['A. basket, chair, bedstool, window', 'B. basket, window, bedstool, chair', 'C. window, bedstool, chair, basket', 'D. chair, basket, window, bedstool']"
1494,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,48,58,210,234,"What will be the first-time appearance order of the following categories in the video: basket, chair, suitcase, window?",B,"['A. suitcase, basket, chair, window', 'B. chair, basket, window, suitcase', 'C. basket, suitcase, window, chair', 'D. window, suitcase, chair, basket']"
1495,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,48,58,210,245,"What will be the first-time appearance order of the following categories in the video: basket, night stand, window, chair?",D,"['A. basket, chair, window, night stand', 'B. night stand, basket, chair, window', 'C. window, basket, chair, night stand', 'D. chair, basket, window, night stand']"
1496,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,48,58,210,273,"What will be the first-time appearance order of the following categories in the video: window, basket, chair, bed?",D,"['A. window, bed, basket, chair', 'B. window, bed, chair, basket', 'C. basket, bed, chair, window', 'D. chair, basket, window, bed']"
1497,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,48,58,211,223,"What will be the first-time appearance order of the following categories in the video: plant, basket, shoesrack, chair?",D,"['A. basket, chair, shoesrack, plant', 'B. plant, chair, shoesrack, basket', 'C. chair, plant, basket, shoesrack', 'D. chair, basket, shoesrack, plant']"
1498,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,48,58,211,225,"What will be the first-time appearance order of the following categories in the video: bedstool, shoesrack, chair, basket?",A,"['A. chair, basket, shoesrack, bedstool', 'B. shoesrack, bedstool, chair, basket', 'C. shoesrack, bedstool, basket, chair', 'D. shoesrack, basket, chair, bedstool']"
